<DATETIME>,<LAST>
20180103 111422,131.570000000
20180103 111422,131.570000000
20180103 111423,131.620000000
20180103 111424,131.590000000
20180103 111424,131.590000000
20180103 111425,131.610000000
20180103 111425,131.620000000
20180103 111425,131.620000000
20180103 111427,131.620000000
20180103 111427,131.630000000
20180103 111427,131.630000000
20180103 111429,131.650000000
20180103 111429,131.660000000
20180103 111429,131.650000000
20180103 111429,131.660000000
20180103 111436,131.660000000
20180103 111436,131.660000000
20180103 111436,131.670000000
20180103 111439,131.670000000
20180103 111439,131.680000000
20180103 111439,131.690000000
20180103 111439,131.690000000
20180103 111439,131.690000000
20180103 111439,131.710000000
20180103 111440,131.710000000
20180103 111440,131.710000000
20180103 111440,131.720000000
20180103 111440,131.730000000
20180103 111440,131.730000000
20180103 111443,131.740000000
20180103 111447,131.740000000
20180103 111447,131.750000000
20180103 111450,131.750000000
20180103 111457,131.730000000
20180103 111457,131.730000000
20180103 111457,131.730000000
20180103 111501,131.650000000
20180103 111504,131.690000000
20180103 111509,131.690000000
20180103 111514,131.650000000
20180103 111518,131.680000000
20180103 111527,131.680000000
20180103 111532,131.680000000
20180103 111542,131.650000000
20180103 111542,131.650000000
20180103 111545,131.650000000
20180103 111546,131.650000000
20180103 111553,131.650000000
20180103 111556,131.650000000
20180103 111559,131.630000000
20180103 111559,131.630000000
20180103 111608,131.630000000
20180103 111611,131.650000000
20180103 111614,131.650000000
20180103 111614,131.650000000
20180103 111615,131.630000000
20180103 111615,131.630000000
20180103 111615,131.630000000
20180103 111615,131.620000000
20180103 111615,131.620000000
20180103 111615,131.620000000
20180103 111615,131.600000000
20180103 111615,131.600000000
20180103 111615,131.590000000
20180103 111615,131.590000000
20180103 111615,131.590000000
20180103 111615,131.580000000
20180103 111615,131.570000000
20180103 111615,131.560000000
20180103 111615,131.550000000
20180103 111615,131.530000000
20180103 111615,131.520000000
20180103 111615,131.510000000
20180103 111615,131.500000000
20180103 111615,131.500000000
20180103 111615,131.500000000
20180103 111615,131.500000000
20180103 111615,131.490000000
20180103 111615,131.490000000
20180103 111615,131.450000000
20180103 111615,131.450000000
20180103 111615,131.450000000
20180103 111615,131.430000000
20180103 111615,131.430000000
20180103 111615,131.420000000
20180103 111615,131.420000000
20180103 111615,131.410000000
20180103 111615,131.410000000
20180103 111615,131.400000000
20180103 111615,131.390000000
20180103 111615,131.390000000
20180103 111615,131.390000000
20180103 111615,131.380000000
20180103 111615,131.380000000
20180103 111615,131.370000000
20180103 111615,131.370000000
20180103 111615,131.350000000
20180103 111615,131.340000000
20180103 111615,131.340000000
20180103 111615,131.510000000
20180103 111615,131.620000000
20180103 111615,131.430000000
20180103 111617,131.440000000
20180103 111617,131.440000000
20180103 111618,131.490000000
20180103 111618,131.500000000
20180103 111619,131.500000000
20180103 111619,131.500000000
20180103 111619,131.500000000
20180103 111619,131.500000000
20180103 111619,131.500000000
20180103 111619,131.500000000
20180103 111620,131.540000000
20180103 111621,131.540000000
20180103 111621,131.550000000
20180103 111622,131.570000000
20180103 111622,131.570000000
20180103 111622,131.590000000
20180103 111622,131.590000000
20180103 111634,131.610000000
20180103 111638,131.610000000
20180103 111638,131.610000000
20180103 111638,131.610000000
20180103 111638,131.620000000
20180103 111645,131.600000000
20180103 111653,131.600000000
20180103 111653,131.600000000
20180103 111653,131.610000000
20180103 111704,131.610000000
20180103 111704,131.610000000
20180103 111711,131.590000000
20180103 111711,131.590000000
20180103 111711,131.600000000
20180103 111711,131.600000000
20180103 111711,131.610000000
20180103 111727,131.630000000
20180103 111734,131.620000000
20180103 111734,131.630000000
20180103 111739,131.630000000
20180103 111755,131.630000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.620000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.630000000
20180103 111756,131.560000000
20180103 111756,131.620000000
20180103 111756,131.620000000
20180103 111756,131.630000000
20180103 111800,131.630000000
20180103 111811,131.620000000
20180103 111811,131.630000000
20180103 111811,131.630000000
20180103 111815,131.560000000
20180103 111815,131.560000000
20180103 111815,131.560000000
20180103 111815,131.560000000
20180103 111815,131.560000000
20180103 111815,131.560000000
20180103 111817,131.560000000
20180103 111817,131.560000000
20180103 111819,131.600000000
20180103 111819,131.630000000
20180103 111819,131.640000000
20180103 111819,131.640000000
20180103 111819,131.640000000
20180103 111819,131.640000000
20180103 111823,131.630000000
20180103 111823,131.630000000
20180103 111823,131.630000000
20180103 111828,131.640000000
20180103 111828,131.640000000
20180103 111828,131.640000000
20180103 111828,131.640000000
20180103 111828,131.650000000
20180103 111939,131.600000000
20180103 111939,131.550000000
20180103 111939,131.530000000
20180103 111939,131.530000000
20180103 111944,131.520000000
20180103 112007,131.520000000
20180103 112031,131.570000000
20180103 112031,131.570000000
20180103 112031,131.580000000
20180103 112031,131.590000000
20180103 112033,131.520000000
20180103 112046,131.580000000
20180103 112047,131.600000000
20180103 112057,131.570000000
20180103 112057,131.540000000
20180103 112057,131.540000000
20180103 112057,131.530000000
20180103 112057,131.530000000
20180103 112057,131.570000000
20180103 112058,131.520000000
20180103 112058,131.520000000
20180103 112058,131.520000000
20180103 112058,131.520000000
20180103 112058,131.520000000
20180103 112058,131.500000000
20180103 112058,131.500000000
20180103 112058,131.510000000
20180103 112058,131.510000000
20180103 112058,131.490000000
20180103 112058,131.490000000
20180103 112058,131.490000000
20180103 112058,131.510000000
20180103 112058,131.510000000
20180103 112058,131.520000000
20180103 112058,131.510000000
20180103 112103,131.570000000
20180103 112107,131.550000000
20180103 112107,131.540000000
20180103 112107,131.540000000
20180103 112107,131.550000000
20180103 112109,131.500000000
20180103 112109,131.500000000
20180103 112109,131.500000000
20180103 112112,131.570000000
20180103 112112,131.570000000
20180103 112116,131.520000000
20180103 112116,131.520000000
20180103 112116,131.520000000
20180103 112116,131.500000000
20180103 112116,131.480000000
20180103 112116,131.480000000
20180103 112116,131.450000000
20180103 112116,131.520000000
20180103 112116,131.460000000
20180103 112116,131.450000000
20180103 112116,131.430000000
20180103 112116,131.400000000
20180103 112116,131.390000000
20180103 112116,131.390000000
20180103 112116,131.390000000
20180103 112116,131.390000000
20180103 112116,131.470000000
20180103 112116,131.420000000
20180103 112116,131.410000000
20180103 112116,131.390000000
20180103 112116,131.380000000
20180103 112116,131.370000000
20180103 112116,131.360000000
20180103 112116,131.350000000
20180103 112116,131.350000000
20180103 112116,131.340000000
20180103 112116,131.340000000
20180103 112116,131.390000000
20180103 112116,131.340000000
20180103 112116,131.400000000
20180103 112116,131.340000000
20180103 112116,131.340000000
20180103 112116,131.350000000
20180103 112116,131.340000000
20180103 112116,131.340000000
20180103 112116,131.330000000
20180103 112116,131.340000000
20180103 112116,131.340000000
20180103 112116,131.320000000
20180103 112116,131.310000000
20180103 112116,131.310000000
20180103 112116,131.300000000
20180103 112116,131.300000000
20180103 112116,131.300000000
20180103 112116,131.300000000
20180103 112116,131.300000000
20180103 112116,131.290000000
20180103 112116,131.290000000
20180103 112116,131.290000000
20180103 112116,131.290000000
20180103 112116,131.290000000
20180103 112116,131.270000000
20180103 112116,131.260000000
20180103 112116,131.280000000
20180103 112116,131.250000000
20180103 112116,131.250000000
20180103 112116,131.220000000
20180103 112116,131.210000000
20180103 112116,131.210000000
20180103 112116,131.410000000
20180103 112116,131.290000000
20180103 112116,131.500000000
20180103 112116,131.500000000
20180103 112117,131.300000000
20180103 112117,131.300000000
20180103 112117,131.280000000
20180103 112117,131.280000000
20180103 112117,131.280000000
20180103 112117,131.280000000
20180103 112117,131.290000000
20180103 112119,131.470000000
20180103 112119,131.460000000
20180103 112119,131.460000000
20180103 112123,131.480000000
20180103 112124,131.460000000
20180103 112124,131.460000000
20180103 112124,131.460000000
20180103 112125,131.470000000
20180103 112125,131.480000000
20180103 112125,131.490000000
20180103 112125,131.490000000
20180103 112125,131.490000000
20180103 112140,131.390000000
20180103 112140,131.390000000
20180103 112140,131.390000000
20180103 112140,131.390000000
20180103 112151,131.470000000
20180103 112151,131.480000000
20180103 112153,131.490000000
20180103 112153,131.500000000
20180103 112201,131.500000000
20180103 112201,131.510000000
20180103 112201,131.520000000
20180103 112201,131.520000000
20180103 112215,131.510000000
20180103 112215,131.520000000
20180103 112220,131.530000000
20180103 112220,131.530000000
20180103 112222,131.530000000
20180103 112224,131.530000000
20180103 112229,131.530000000
20180103 112239,131.520000000
20180103 112239,131.540000000
20180103 112256,131.550000000
20180103 112308,131.530000000
20180103 112308,131.530000000
20180103 112308,131.530000000
20180103 112308,131.530000000
20180103 112308,131.530000000
20180103 112308,131.530000000
20180103 112308,131.530000000
20180103 112308,131.530000000
20180103 112308,131.530000000
20180103 112308,131.530000000
20180103 112308,131.530000000
20180103 112308,131.430000000
20180103 112308,131.430000000
20180103 112308,131.400000000
20180103 112308,131.400000000
20180103 112308,131.400000000
20180103 112308,131.400000000
20180103 112309,131.420000000
20180103 112314,131.420000000
20180103 112314,131.410000000
20180103 112314,131.400000000
20180103 112314,131.400000000
20180103 112314,131.390000000
20180103 112314,131.390000000
20180103 112314,131.390000000
20180103 112314,131.390000000
20180103 112314,131.420000000
20180103 112314,131.390000000
20180103 112314,131.390000000
20180103 112314,131.390000000
20180103 112314,131.390000000
20180103 112314,131.390000000
20180103 112314,131.420000000
20180103 112315,131.430000000
20180103 112329,131.480000000
20180103 112329,131.490000000
20180103 112329,131.490000000
20180103 112329,131.500000000
20180103 112337,131.470000000
20180103 112337,131.460000000
20180103 112337,131.470000000
20180103 112358,131.420000000
20180103 112358,131.420000000
20180103 112358,131.410000000
20180103 112358,131.420000000
20180103 112358,131.420000000
20180103 112358,131.410000000
20180103 112358,131.410000000
20180103 112358,131.400000000
20180103 112358,131.390000000
20180103 112358,131.390000000
20180103 112358,131.390000000
20180103 112358,131.390000000
20180103 112358,131.390000000
20180103 112358,131.390000000
20180103 112358,131.390000000
20180103 112358,131.390000000
20180103 112358,131.330000000
20180103 112358,131.330000000
20180103 112358,131.320000000
20180103 112358,131.300000000
20180103 112358,131.310000000
20180103 112358,131.310000000
20180103 112358,131.310000000
20180103 112358,131.300000000
20180103 112358,131.310000000
20180103 112358,131.300000000
20180103 112358,131.300000000
20180103 112358,131.350000000
20180103 112358,131.350000000
20180103 112358,131.370000000
20180103 112358,131.380000000
20180103 112359,131.340000000
20180103 112359,131.340000000
20180103 112404,131.410000000
20180103 112404,131.420000000
20180103 112404,131.430000000
20180103 112418,131.420000000
20180103 112418,131.430000000
20180103 112418,131.400000000
20180103 112418,131.400000000
20180103 112418,131.400000000
20180103 112418,131.400000000
20180103 112425,131.380000000
20180103 112430,131.380000000
20180103 112437,131.380000000
20180103 112437,131.380000000
20180103 112437,131.360000000
20180103 112437,131.350000000
20180103 112437,131.330000000
20180103 112437,131.320000000
20180103 112437,131.300000000
20180103 112437,131.370000000
20180103 112502,131.440000000
20180103 112532,131.450000000
20180103 112532,131.420000000
20180103 112532,131.420000000
20180103 112535,131.420000000
20180103 112603,131.420000000
20180103 112607,131.420000000
20180103 112608,131.420000000
20180103 112608,131.430000000
20180103 112608,131.430000000
20180103 112608,131.430000000
20180103 112608,131.430000000
20180103 112608,131.430000000
20180103 112608,131.430000000
20180103 112608,131.430000000
20180103 112608,131.430000000
20180103 112615,131.430000000
20180103 112615,131.430000000
20180103 112617,131.430000000
20180103 112617,131.440000000
20180103 112617,131.450000000
20180103 112617,131.450000000
20180103 112618,131.430000000
20180103 112621,131.430000000
20180103 112621,131.430000000
20180103 112621,131.430000000
20180103 112621,131.470000000
20180103 112621,131.470000000
20180103 112621,131.470000000
20180103 112621,131.470000000
20180103 112621,131.310000000
20180103 112621,131.300000000
20180103 112621,131.300000000
20180103 112621,131.300000000
20180103 112634,131.420000000
20180103 112634,131.430000000
20180103 112634,131.450000000
20180103 112651,131.440000000
20180103 112652,131.330000000
20180103 112652,131.330000000
20180103 112652,131.330000000
20180103 112652,131.330000000
20180103 112652,131.320000000
20180103 112652,131.330000000
20180103 112704,131.330000000
20180103 112705,131.320000000
20180103 112724,131.330000000
20180103 112724,131.370000000
20180103 112724,131.390000000
20180103 112727,131.380000000
20180103 112731,131.330000000
20180103 112731,131.330000000
20180103 112731,131.320000000
20180103 112731,131.310000000
20180103 112731,131.330000000
20180103 112731,131.330000000
20180103 112736,131.300000000
20180103 112736,131.290000000
20180103 112736,131.290000000
20180103 112736,131.290000000
20180103 112748,131.390000000
20180103 112805,131.300000000
20180103 112805,131.300000000
20180103 112805,131.290000000
20180103 112805,131.270000000
20180103 112805,131.300000000
20180103 112805,131.270000000
20180103 112805,131.270000000
20180103 112805,131.250000000
20180103 112805,131.250000000
20180103 112805,131.250000000
20180103 112805,131.240000000
20180103 112805,131.250000000
20180103 112805,131.240000000
20180103 112805,131.230000000
20180103 112805,131.210000000
20180103 112805,131.210000000
20180103 112805,131.210000000
20180103 112805,131.210000000
20180103 112806,131.310000000
20180103 112808,131.270000000
20180103 112808,131.350000000
20180103 112812,131.290000000
20180103 112812,131.300000000
20180103 112812,131.330000000
20180103 112815,131.330000000
20180103 112817,131.350000000
20180103 112817,131.350000000
20180103 112817,131.350000000
20180103 112817,131.350000000
20180103 112819,131.270000000
20180103 112822,131.270000000
20180103 112823,131.270000000
20180103 112828,131.270000000
20180103 112828,131.270000000
20180103 112835,131.330000000
20180103 112836,131.330000000
20180103 112836,131.330000000
20180103 112856,131.330000000
20180103 112858,131.330000000
20180103 112900,131.350000000
20180103 112914,131.300000000
20180103 112914,131.270000000
20180103 112914,131.300000000
20180103 112914,131.330000000
20180103 112915,131.300000000
20180103 112917,131.290000000
20180103 112917,131.290000000
20180103 112920,131.290000000
20180103 112920,131.290000000
20180103 112929,131.290000000
20180103 112929,131.290000000
20180103 112929,131.270000000
20180103 112929,131.270000000
20180103 112929,131.270000000
20180103 112929,131.290000000
20180103 112929,131.280000000
20180103 112929,131.270000000
20180103 112929,131.250000000
20180103 112934,131.250000000
20180103 112942,131.300000000
20180103 113004,131.250000000
20180103 113005,131.300000000
20180103 113008,131.250000000
20180103 113008,131.250000000
20180103 113008,131.250000000
20180103 113015,131.300000000
20180103 113020,131.250000000
20180103 113020,131.250000000
20180103 113020,131.250000000
20180103 113020,131.250000000
20180103 113020,131.250000000
20180103 113020,131.250000000
20180103 113020,131.250000000
20180103 113020,131.250000000
20180103 113020,131.250000000
20180103 113021,131.250000000
20180103 113021,131.240000000
20180103 113021,131.240000000
20180103 113021,131.230000000
20180103 113021,131.230000000
20180103 113021,131.210000000
20180103 113025,131.240000000
20180103 113025,131.240000000
20180103 113025,131.240000000
20180103 113030,131.240000000
20180103 113030,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113031,131.250000000
20180103 113034,131.250000000
20180103 113034,131.290000000
20180103 113036,131.250000000
20180103 113036,131.250000000
20180103 113036,131.290000000
20180103 113040,131.300000000
20180103 113040,131.300000000
20180103 113040,131.300000000
20180103 113040,131.300000000
20180103 113040,131.300000000
20180103 113040,131.300000000
20180103 113040,131.300000000
20180103 113044,131.260000000
20180103 113044,131.260000000
20180103 113044,131.260000000
20180103 113044,131.260000000
20180103 113044,131.260000000
20180103 113046,131.260000000
20180103 113046,131.260000000
20180103 113046,131.260000000
20180103 113048,131.260000000
20180103 113048,131.260000000
20180103 113049,131.260000000
20180103 113049,131.260000000
20180103 113050,131.260000000
20180103 113050,131.260000000
20180103 113054,131.260000000
20180103 113054,131.260000000
20180103 113054,131.260000000
20180103 113054,131.260000000
20180103 113054,131.250000000
20180103 113054,131.250000000
20180103 113055,131.250000000
20180103 113057,131.250000000
20180103 113057,131.250000000
20180103 113059,131.250000000
20180103 113059,131.250000000
20180103 113059,131.250000000
20180103 113059,131.250000000
20180103 113059,131.250000000
20180103 113059,131.250000000
20180103 113059,131.250000000
20180103 113059,131.250000000
20180103 113102,131.250000000
20180103 113102,131.250000000
20180103 113108,131.250000000
20180103 113109,131.250000000
20180103 113115,131.270000000
20180103 113115,131.270000000
20180103 113115,131.270000000
20180103 113115,131.270000000
20180103 113118,131.250000000
20180103 113121,131.260000000
20180103 113121,131.260000000
20180103 113122,131.260000000
20180103 113122,131.260000000
20180103 113122,131.250000000
20180103 113122,131.250000000
20180103 113122,131.250000000
20180103 113122,131.240000000
20180103 113122,131.240000000
20180103 113122,131.240000000
20180103 113122,131.240000000
20180103 113122,131.240000000
20180103 113131,131.250000000
20180103 113145,131.260000000
20180103 113145,131.260000000
20180103 113145,131.260000000
20180103 113146,131.250000000
20180103 113147,131.250000000
20180103 113147,131.250000000
20180103 113147,131.250000000
20180103 113147,131.250000000
20180103 113147,131.250000000
20180103 113147,131.250000000
20180103 113147,131.250000000
20180103 113147,131.250000000
20180103 113147,131.250000000
20180103 113147,131.250000000
20180103 113147,131.250000000
20180103 113147,131.240000000
20180103 113147,131.240000000
20180103 113147,131.240000000
20180103 113147,131.240000000
20180103 113147,131.240000000
20180103 113147,131.240000000
20180103 113147,131.240000000
20180103 113147,131.230000000
20180103 113147,131.230000000
20180103 113147,131.230000000
20180103 113147,131.230000000
20180103 113147,131.230000000
20180103 113147,131.230000000
20180103 113147,131.230000000
20180103 113147,131.230000000
20180103 113147,131.230000000
20180103 113147,131.210000000
20180103 113147,131.210000000
20180103 113148,131.240000000
20180103 113148,131.250000000
20180103 113151,131.220000000
20180103 113151,131.210000000
20180103 113151,131.270000000
20180103 113154,131.220000000
20180103 113154,131.270000000
20180103 113154,131.220000000
20180103 113154,131.210000000
20180103 113154,131.210000000
20180103 113157,131.210000000
20180103 113157,131.240000000
20180103 113158,131.240000000
20180103 113202,131.220000000
20180103 113202,131.220000000
20180103 113202,131.210000000
20180103 113202,131.210000000
20180103 113202,131.210000000
20180103 113202,131.210000000
20180103 113205,131.230000000
20180103 113208,131.220000000
20180103 113208,131.210000000
20180103 113212,131.210000000
20180103 113215,131.210000000
20180103 113219,131.210000000
20180103 113219,131.210000000
20180103 113219,131.210000000
20180103 113219,131.210000000
20180103 113219,131.210000000
20180103 113219,131.210000000
20180103 113219,131.210000000
20180103 113220,131.240000000
20180103 113220,131.250000000
20180103 113224,131.210000000
20180103 113224,131.210000000
20180103 113232,131.280000000
20180103 113232,131.280000000
20180103 113232,131.290000000
20180103 113232,131.290000000
20180103 113232,131.290000000
20180103 113234,131.290000000
20180103 113234,131.300000000
20180103 113235,131.290000000
20180103 113238,131.270000000
20180103 113242,131.290000000
20180103 113242,131.290000000
20180103 113242,131.290000000
20180103 113242,131.300000000
20180103 113242,131.300000000
20180103 113245,131.310000000
20180103 113245,131.330000000
20180103 113245,131.330000000
20180103 113246,131.350000000
20180103 113247,131.350000000
20180103 113247,131.350000000
20180103 113248,131.310000000
20180103 113250,131.300000000
20180103 113250,131.350000000
20180103 113257,131.360000000
20180103 113257,131.370000000
20180103 113258,131.390000000
20180103 113258,131.390000000
20180103 113258,131.390000000
20180103 113259,131.400000000
20180103 113259,131.400000000
20180103 113259,131.400000000
20180103 113259,131.400000000
20180103 113259,131.400000000
20180103 113259,131.410000000
20180103 113259,131.410000000
20180103 113259,131.420000000
20180103 113259,131.420000000
20180103 113259,131.420000000
20180103 113306,131.330000000
20180103 113306,131.390000000
20180103 113310,131.330000000
20180103 113310,131.330000000
20180103 113310,131.330000000
20180103 113310,131.330000000
20180103 113310,131.330000000
20180103 113310,131.330000000
20180103 113310,131.330000000
20180103 113310,131.330000000
20180103 113310,131.320000000
20180103 113310,131.300000000
20180103 113310,131.370000000
20180103 113310,131.380000000
20180103 113313,131.390000000
20180103 113317,131.390000000
20180103 113317,131.390000000
20180103 113320,131.390000000
20180103 113320,131.390000000
20180103 113320,131.370000000
20180103 113320,131.370000000
20180103 113320,131.410000000
20180103 113320,131.410000000
20180103 113321,131.400000000
20180103 113331,131.300000000
20180103 113331,131.300000000
20180103 113331,131.300000000
20180103 113335,131.300000000
20180103 113335,131.290000000
20180103 113335,131.290000000
20180103 113335,131.280000000
20180103 113335,131.270000000
20180103 113335,131.260000000
20180103 113335,131.250000000
20180103 113336,131.260000000
20180103 113338,131.260000000
20180103 113339,131.250000000
20180103 113342,131.250000000
20180103 113342,131.250000000
20180103 113404,131.260000000
20180103 113404,131.250000000
20180103 113404,131.250000000
20180103 113405,131.230000000
20180103 113406,131.230000000
20180103 113406,131.230000000
20180103 113429,131.250000000
20180103 113429,131.250000000
20180103 113436,131.220000000
20180103 113450,131.250000000
20180103 113450,131.240000000
20180103 113453,131.240000000
20180103 113510,131.290000000
20180103 113510,131.290000000
20180103 113510,131.290000000
20180103 113510,131.300000000
20180103 113510,131.300000000
20180103 113510,131.300000000
20180103 113510,131.260000000
20180103 113510,131.250000000
20180103 113510,131.250000000
20180103 113510,131.250000000
20180103 113510,131.250000000
20180103 113510,131.250000000
20180103 113510,131.250000000
20180103 113510,131.250000000
20180103 113510,131.250000000
20180103 113539,131.280000000
20180103 113552,131.290000000
20180103 113552,131.300000000
20180103 113557,131.320000000
20180103 113601,131.310000000
20180103 113601,131.320000000
20180103 113601,131.320000000
20180103 113617,131.350000000
20180103 113617,131.350000000
20180103 113617,131.320000000
20180103 113617,131.320000000
20180103 113620,131.300000000
20180103 113620,131.300000000
20180103 113623,131.300000000
20180103 113624,131.290000000
20180103 113624,131.300000000
20180103 113647,131.250000000
20180103 113647,131.250000000
20180103 113647,131.250000000
20180103 113647,131.250000000
20180103 113647,131.230000000
20180103 113647,131.230000000
20180103 113647,131.230000000
20180103 113647,131.220000000
20180103 113647,131.220000000
20180103 113647,131.220000000
20180103 113647,131.220000000
20180103 113647,131.220000000
20180103 113647,131.210000000
20180103 113647,131.210000000
20180103 113647,131.210000000
20180103 113647,131.210000000
20180103 113647,131.210000000
20180103 113647,131.210000000
20180103 113647,131.210000000
20180103 113647,131.210000000
20180103 113647,131.210000000
20180103 113647,131.210000000
20180103 113647,131.210000000
20180103 113648,131.240000000
20180103 113648,131.250000000
20180103 113649,131.210000000
20180103 113649,131.210000000
20180103 113649,131.210000000
20180103 113649,131.240000000
20180103 113653,131.290000000
20180103 113653,131.290000000
20180103 113653,131.290000000
20180103 113653,131.290000000
20180103 113702,131.300000000
20180103 113703,131.300000000
20180103 113703,131.300000000
20180103 113703,131.300000000
20180103 113703,131.310000000
20180103 113705,131.290000000
20180103 113705,131.290000000
20180103 113705,131.290000000
20180103 113705,131.290000000
20180103 113715,131.310000000
20180103 113715,131.310000000
20180103 113719,131.300000000
20180103 113719,131.300000000
20180103 113719,131.300000000
20180103 113719,131.300000000
20180103 113721,131.250000000
20180103 113721,131.290000000
20180103 113721,131.300000000
20180103 113721,131.300000000
20180103 113725,131.320000000
20180103 113725,131.320000000
20180103 113728,131.320000000
20180103 113728,131.320000000
20180103 113728,131.340000000
20180103 113748,131.340000000
20180103 113804,131.300000000
20180103 113804,131.300000000
20180103 113804,131.300000000
20180103 113804,131.300000000
20180103 113804,131.300000000
20180103 113804,131.300000000
20180103 113825,131.340000000
20180103 113825,131.340000000
20180103 113825,131.340000000
20180103 113834,131.290000000
20180103 113834,131.290000000
20180103 113834,131.290000000
20180103 113834,131.290000000
20180103 113834,131.340000000
20180103 113834,131.340000000
20180103 113834,131.340000000
20180103 113834,131.350000000
20180103 113834,131.350000000
20180103 113834,131.350000000
20180103 113901,131.330000000
20180103 113918,131.350000000
20180103 113928,131.340000000
20180103 113928,131.340000000
20180103 113928,131.340000000
20180103 113928,131.340000000
20180103 113928,131.330000000
20180103 113928,131.310000000
20180103 113928,131.300000000
20180103 113928,131.300000000
20180103 113928,131.310000000
20180103 113928,131.300000000
20180103 113928,131.350000000
20180103 113928,131.350000000
20180103 113928,131.360000000
20180103 113938,131.320000000
20180103 113938,131.320000000
20180103 113938,131.320000000
20180103 113938,131.320000000
20180103 113948,131.350000000
20180103 113948,131.350000000
20180103 113949,131.310000000
20180103 113949,131.310000000
20180103 113949,131.310000000
20180103 113949,131.310000000
20180103 113952,131.340000000
20180103 113952,131.340000000
20180103 113952,131.330000000
20180103 113952,131.330000000
20180103 113952,131.380000000
20180103 113952,131.380000000
20180103 113952,131.390000000
20180103 113952,131.390000000
20180103 113952,131.390000000
20180103 113952,131.390000000
20180103 113954,131.340000000
20180103 113954,131.330000000
20180103 114009,131.390000000
20180103 114012,131.400000000
20180103 114013,131.380000000
20180103 114013,131.370000000
20180103 114013,131.370000000
20180103 114013,131.360000000
20180103 114013,131.400000000
20180103 114016,131.420000000
20180103 114016,131.420000000
20180103 114016,131.370000000
20180103 114016,131.370000000
20180103 114016,131.360000000
20180103 114016,131.350000000
20180103 114016,131.350000000
20180103 114016,131.420000000
20180103 114016,131.420000000
20180103 114020,131.370000000
20180103 114020,131.370000000
20180103 114023,131.370000000
20180103 114023,131.370000000
20180103 114023,131.360000000
20180103 114023,131.360000000
20180103 114028,131.390000000
20180103 114038,131.430000000
20180103 114038,131.440000000
20180103 114038,131.440000000
20180103 114038,131.450000000
20180103 114038,131.450000000
20180103 114038,131.450000000
20180103 114038,131.450000000
20180103 114038,131.450000000
20180103 114038,131.400000000
20180103 114038,131.400000000
20180103 114038,131.400000000
20180103 114038,131.400000000
20180103 114039,131.450000000
20180103 114039,131.450000000
20180103 114039,131.450000000
20180103 114039,131.460000000
20180103 114039,131.460000000
20180103 114039,131.460000000
20180103 114041,131.410000000
20180103 114043,131.410000000
20180103 114043,131.400000000
20180103 114043,131.380000000
20180103 114043,131.380000000
20180103 114044,131.340000000
20180103 114044,131.340000000
20180103 114044,131.340000000
20180103 114044,131.340000000
20180103 114046,131.400000000
20180103 114046,131.400000000
20180103 114046,131.400000000
20180103 114050,131.400000000
20180103 114050,131.410000000
20180103 114107,131.400000000
20180103 114111,131.450000000
20180103 114111,131.450000000
20180103 114111,131.450000000
20180103 114114,131.460000000
20180103 114129,131.450000000
20180103 114129,131.460000000
20180103 114139,131.410000000
20180103 114139,131.410000000
20180103 114139,131.410000000
20180103 114140,131.400000000
20180103 114140,131.400000000
20180103 114140,131.400000000
20180103 114140,131.400000000
20180103 114141,131.380000000
20180103 114141,131.380000000
20180103 114141,131.380000000
20180103 114141,131.380000000
20180103 114141,131.380000000
20180103 114141,131.380000000
20180103 114141,131.380000000
20180103 114159,131.430000000
20180103 114204,131.420000000
20180103 114211,131.400000000
20180103 114229,131.390000000
20180103 114229,131.390000000
20180103 114229,131.390000000
20180103 114229,131.390000000
20180103 114232,131.390000000
20180103 114232,131.390000000
20180103 114233,131.390000000
20180103 114253,131.410000000
20180103 114253,131.410000000
20180103 114253,131.410000000
20180103 114254,131.400000000
20180103 114254,131.400000000
20180103 114255,131.400000000
20180103 114255,131.400000000
20180103 114255,131.400000000
20180103 114312,131.410000000
20180103 114315,131.410000000
20180103 114315,131.410000000
20180103 114315,131.410000000
20180103 114315,131.410000000
