<DATETIME>,<RETURN>
20180103 111419,0.0000001
20180103 111419,-0.0099999
20180103 111419,-0.0099999
20180103 111419,0.0000001
20180103 111419,0.0000001
20180103 111419,0.0000001
20180103 111419,0.0000001
20180103 111419,-0.0099999
20180103 111419,0.0000001
20180103 111419,-0.0099999
20180103 111419,0.0000001
20180103 111419,0.0000001
20180103 111419,-0.0099999
20180103 111419,-0.0099999
20180103 111419,-0.0099999
20180103 111419,-0.0099999
20180103 111419,0.0000001
20180103 111419,-0.0099999
20180103 111419,0.0000001
20180103 111419,0.0500001
20180103 111419,-0.0599999
20180103 111419,-0.0099999
20180103 111419,0.0600001
20180103 111419,-0.0199999
20180103 111419,-0.0299999
20180103 111419,-0.0099999
20180103 111419,-0.0099999
20180103 111419,-0.0099999
20180103 111419,-0.0099999
20180103 111419,-0.0099999
20180103 111419,0.0000001
20180103 111419,-0.0099999
20180103 111419,0.0000001
20180103 111419,0.0900001
20180103 111419,-0.0099999
20180103 111419,-0.0599999
20180103 111419,-0.0199999
20180103 111419,0.0000001
20180103 111419,-0.0099999
20180103 111419,0.1100001
20180103 111419,-0.0299999
20180103 111419,-0.0899999
20180103 111419,0.0000001
20180103 111419,0.0200001
20180103 111420,0.0000001
20180103 111420,0.0000001
20180103 111422,0.0000001
20180103 111422,0.0000001
20180103 111422,0.0000001
20180103 111422,0.0500001
20180103 111423,-0.0299999
20180103 111424,0.0000001
20180103 111424,0.0200001
20180103 111425,0.0100001
20180103 111425,0.0000001
20180103 111425,0.0000001
20180103 111427,0.0100001
20180103 111427,0.0000001
20180103 111427,0.0200001
20180103 111429,0.0100001
20180103 111429,-0.0099999
20180103 111429,0.0100001
20180103 111429,0.0000001
20180103 111436,0.0000001
20180103 111436,0.0100001
20180103 111436,0.0000001
20180103 111439,0.0100001
20180103 111439,0.0100001
20180103 111439,0.0000001
20180103 111439,0.0000001
20180103 111439,0.0200001
20180103 111439,0.0000001
20180103 111440,0.0000001
20180103 111440,0.0100001
20180103 111440,0.0100001
20180103 111440,0.0000001
20180103 111440,0.0100001
20180103 111443,0.0000001
20180103 111447,0.0100001
20180103 111447,0.0000001
20180103 111450,-0.0199999
20180103 111457,0.0000001
20180103 111457,0.0000001
20180103 111457,-0.0799999
20180103 111501,0.0400001
20180103 111504,0.0000001
20180103 111509,-0.0399999
20180103 111514,0.0300001
20180103 111518,0.0000001
20180103 111527,0.0000001
20180103 111532,-0.0299999
20180103 111542,0.0000001
20180103 111542,0.0000001
20180103 111545,0.0000001
20180103 111546,0.0000001
20180103 111553,0.0000001
20180103 111556,-0.0199999
20180103 111559,0.0000001
20180103 111559,0.0000001
20180103 111608,0.0200001
20180103 111611,0.0000001
20180103 111614,0.0000001
20180103 111614,-0.0199999
20180103 111615,0.0000001
20180103 111615,0.0000001
20180103 111615,-0.0099999
20180103 111615,0.0000001
20180103 111615,0.0000001
20180103 111615,-0.0199999
20180103 111615,0.0000001
20180103 111615,-0.0099999
20180103 111615,0.0000001
20180103 111615,0.0000001
20180103 111615,-0.0099999
20180103 111615,-0.0099999
20180103 111615,-0.0099999
20180103 111615,-0.0099999
20180103 111615,-0.0199999
20180103 111615,-0.0099999
20180103 111615,-0.0099999
20180103 111615,-0.0099999
20180103 111615,0.0000001
20180103 111615,0.0000001
20180103 111615,0.0000001
20180103 111615,-0.0099999
20180103 111615,0.0000001
20180103 111615,-0.0399999
20180103 111615,0.0000001
20180103 111615,0.0000001
20180103 111615,-0.0199999
20180103 111615,0.0000001
20180103 111615,-0.0099999
20180103 111615,0.0000001
20180103 111615,-0.0099999
20180103 111615,0.0000001
20180103 111615,-0.0099999
20180103 111615,-0.0099999
20180103 111615,0.0000001
20180103 111615,0.0000001
20180103 111615,-0.0099999
20180103 111615,0.0000001
20180103 111615,-0.0099999
20180103 111615,0.0000001
20180103 111615,-0.0199999
20180103 111615,-0.0099999
20180103 111615,0.0000001
20180103 111615,0.1700001
20180103 111615,0.1100001
20180103 111615,-0.1899999
20180103 111615,0.0100001
20180103 111617,0.0000001
20180103 111617,0.0500001
20180103 111618,0.0100001
20180103 111618,0.0000001
20180103 111619,0.0000001
20180103 111619,0.0000001
20180103 111619,0.0000001
20180103 111619,0.0000001
20180103 111619,0.0000001
20180103 111619,0.0400001
20180103 111620,0.0000001
20180103 111621,0.0100001
20180103 111621,0.0200001
20180103 111622,0.0000001
20180103 111622,0.0200001
20180103 111622,0.0000001
20180103 111622,0.0200001
20180103 111634,0.0000001
20180103 111638,0.0000001
20180103 111638,0.0000001
20180103 111638,0.0100001
20180103 111638,-0.0199999
20180103 111645,0.0000001
20180103 111653,0.0000001
20180103 111653,0.0100001
20180103 111653,0.0000001
20180103 111704,0.0000001
20180103 111704,-0.0199999
20180103 111711,0.0000001
20180103 111711,0.0100001
20180103 111711,0.0000001
20180103 111711,0.0100001
20180103 111711,0.0200001
20180103 111727,-0.0099999
20180103 111734,0.0100001
20180103 111734,0.0000001
20180103 111739,0.0000001
20180103 111755,0.0000001
20180103 111756,0.0000001
20180103 111756,0.0000001
20180103 111756,-0.0099999
20180103 111756,0.0100001
20180103 111756,0.0000001
20180103 111756,0.0000001
20180103 111756,0.0000001
20180103 111756,0.0000001
20180103 111756,0.0000001
20180103 111756,0.0000001
20180103 111756,0.0000001
20180103 111756,0.0000001
20180103 111756,0.0000001
20180103 111756,0.0000001
20180103 111756,-0.0699999
20180103 111756,0.0600001
20180103 111756,0.0000001
20180103 111756,0.0100001
20180103 111756,0.0000001
20180103 111800,-0.0099999
20180103 111811,0.0100001
20180103 111811,0.0000001
20180103 111811,-0.0699999
20180103 111815,0.0000001
20180103 111815,0.0000001
20180103 111815,0.0000001
20180103 111815,0.0000001
20180103 111815,0.0000001
20180103 111815,0.0000001
20180103 111817,0.0000001
20180103 111817,0.0400001
20180103 111819,0.0300001
20180103 111819,0.0100001
20180103 111819,0.0000001
20180103 111819,0.0000001
20180103 111819,0.0000001
20180103 111819,-0.0099999
20180103 111823,0.0000001
20180103 111823,0.0000001
20180103 111823,0.0100001
20180103 111828,0.0000001
20180103 111828,0.0000001
20180103 111828,0.0000001
20180103 111828,0.0100001
20180103 111828,-0.0499999
20180103 111939,-0.0499999
20180103 111939,-0.0199999
20180103 111939,0.0000001
20180103 111939,-0.0099999
20180103 111944,0.0000001
20180103 112007,0.0500001
20180103 112031,0.0000001
20180103 112031,0.0100001
20180103 112031,0.0100001
20180103 112031,-0.0699999
20180103 112033,0.0600001
20180103 112046,0.0200001
20180103 112047,-0.0299999
20180103 112057,-0.0299999
20180103 112057,0.0000001
20180103 112057,-0.0099999
20180103 112057,0.0000001
20180103 112057,0.0400001
20180103 112057,-0.0499999
20180103 112058,0.0000001
20180103 112058,0.0000001
20180103 112058,0.0000001
20180103 112058,0.0000001
20180103 112058,-0.0199999
20180103 112058,0.0000001
20180103 112058,0.0100001
20180103 112058,0.0000001
20180103 112058,-0.0199999
20180103 112058,0.0000001
20180103 112058,0.0000001
20180103 112058,0.0200001
20180103 112058,0.0000001
20180103 112058,0.0100001
20180103 112058,-0.0099999
20180103 112058,0.0600001
20180103 112103,-0.0199999
20180103 112107,-0.0099999
20180103 112107,0.0000001
20180103 112107,0.0100001
20180103 112107,-0.0499999
20180103 112109,0.0000001
20180103 112109,0.0000001
20180103 112109,0.0700001
20180103 112112,0.0000001
20180103 112112,-0.0499999
20180103 112116,0.0000001
20180103 112116,0.0000001
20180103 112116,-0.0199999
20180103 112116,-0.0199999
20180103 112116,0.0000001
20180103 112116,-0.0299999
20180103 112116,0.0700001
20180103 112116,-0.0599999
20180103 112116,-0.0099999
20180103 112116,-0.0199999
20180103 112116,-0.0299999
20180103 112116,-0.0099999
20180103 112116,0.0000001
20180103 112116,0.0000001
20180103 112116,0.0000001
20180103 112116,0.0800001
20180103 112116,-0.0499999
20180103 112116,-0.0099999
20180103 112116,-0.0199999
20180103 112116,-0.0099999
20180103 112116,-0.0099999
20180103 112116,-0.0099999
20180103 112116,-0.0099999
20180103 112116,0.0000001
20180103 112116,-0.0099999
20180103 112116,0.0000001
20180103 112116,0.0500001
20180103 112116,-0.0499999
20180103 112116,0.0600001
20180103 112116,-0.0599999
20180103 112116,0.0000001
20180103 112116,0.0100001
20180103 112116,-0.0099999
20180103 112116,0.0000001
20180103 112116,-0.0099999
20180103 112116,0.0100001
20180103 112116,0.0000001
20180103 112116,-0.0199999
20180103 112116,-0.0099999
20180103 112116,0.0000001
20180103 112116,-0.0099999
20180103 112116,0.0000001
20180103 112116,0.0000001
20180103 112116,0.0000001
20180103 112116,0.0000001
20180103 112116,-0.0099999
20180103 112116,0.0000001
20180103 112116,0.0000001
20180103 112116,0.0000001
20180103 112116,0.0000001
20180103 112116,-0.0199999
20180103 112116,-0.0099999
20180103 112116,0.0200001
20180103 112116,-0.0299999
20180103 112116,0.0000001
20180103 112116,-0.0299999
20180103 112116,-0.0099999
20180103 112116,0.0000001
20180103 112116,0.2000001
20180103 112116,-0.1199999
20180103 112116,0.2100001
20180103 112116,0.0000001
20180103 112116,-0.1999999
20180103 112117,0.0000001
20180103 112117,-0.0199999
20180103 112117,0.0000001
20180103 112117,0.0000001
20180103 112117,0.0000001
20180103 112117,0.0100001
20180103 112117,0.1800001
20180103 112119,-0.0099999
20180103 112119,0.0000001
20180103 112119,0.0200001
20180103 112123,-0.0199999
20180103 112124,0.0000001
20180103 112124,0.0000001
20180103 112124,0.0100001
20180103 112125,0.0100001
20180103 112125,0.0100001
20180103 112125,0.0000001
20180103 112125,0.0000001
20180103 112125,-0.0999999
20180103 112140,0.0000001
20180103 112140,0.0000001
20180103 112140,0.0000001
20180103 112140,0.0800001
20180103 112151,0.0100001
20180103 112151,0.0100001
20180103 112153,0.0100001
20180103 112153,0.0000001
20180103 112201,0.0100001
20180103 112201,0.0100001
20180103 112201,0.0000001
20180103 112201,-0.0099999
20180103 112215,0.0100001
20180103 112215,0.0100001
20180103 112220,0.0000001
20180103 112220,0.0000001
20180103 112222,0.0000001
20180103 112224,0.0000001
20180103 112229,-0.0099999
20180103 112239,0.0200001
20180103 112239,0.0100001
20180103 112256,-0.0199999
20180103 112308,0.0000001
20180103 112308,0.0000001
20180103 112308,0.0000001
20180103 112308,0.0000001
20180103 112308,0.0000001
20180103 112308,0.0000001
20180103 112308,0.0000001
20180103 112308,0.0000001
20180103 112308,0.0000001
20180103 112308,0.0000001
20180103 112308,-0.0999999
20180103 112308,0.0000001
20180103 112308,-0.0299999
20180103 112308,0.0000001
20180103 112308,0.0000001
20180103 112308,0.0000001
20180103 112308,0.0200001
20180103 112309,0.0000001
20180103 112314,-0.0099999
20180103 112314,-0.0099999
20180103 112314,0.0000001
20180103 112314,-0.0099999
20180103 112314,0.0000001
20180103 112314,0.0000001
20180103 112314,0.0000001
20180103 112314,0.0300001
20180103 112314,-0.0299999
20180103 112314,0.0000001
20180103 112314,0.0000001
20180103 112314,0.0000001
20180103 112314,0.0000001
20180103 112314,0.0300001
20180103 112314,0.0100001
20180103 112315,0.0500001
20180103 112329,0.0100001
20180103 112329,0.0000001
20180103 112329,0.0100001
20180103 112329,-0.0299999
20180103 112337,-0.0099999
20180103 112337,0.0100001
20180103 112337,-0.0499999
20180103 112358,0.0000001
20180103 112358,-0.0099999
20180103 112358,0.0100001
20180103 112358,0.0000001
20180103 112358,-0.0099999
20180103 112358,0.0000001
20180103 112358,-0.0099999
20180103 112358,-0.0099999
20180103 112358,0.0000001
20180103 112358,0.0000001
20180103 112358,0.0000001
20180103 112358,0.0000001
20180103 112358,0.0000001
20180103 112358,0.0000001
20180103 112358,0.0000001
20180103 112358,-0.0599999
20180103 112358,0.0000001
20180103 112358,-0.0099999
20180103 112358,-0.0199999
20180103 112358,0.0100001
20180103 112358,0.0000001
20180103 112358,0.0000001
20180103 112358,-0.0099999
20180103 112358,0.0100001
20180103 112358,-0.0099999
20180103 112358,0.0000001
20180103 112358,0.0500001
20180103 112358,0.0000001
20180103 112358,0.0200001
20180103 112358,0.0100001
20180103 112358,-0.0399999
20180103 112359,0.0000001
20180103 112359,0.0700001
20180103 112404,0.0100001
20180103 112404,0.0100001
20180103 112404,-0.0099999
20180103 112418,0.0100001
20180103 112418,-0.0299999
20180103 112418,0.0000001
20180103 112418,0.0000001
20180103 112418,0.0000001
20180103 112418,-0.0199999
20180103 112425,0.0000001
20180103 112430,0.0000001
20180103 112437,0.0000001
20180103 112437,-0.0199999
20180103 112437,-0.0099999
20180103 112437,-0.0199999
20180103 112437,-0.0099999
20180103 112437,-0.0199999
20180103 112437,0.0700001
20180103 112437,0.0700001
20180103 112502,0.0100001
20180103 112532,-0.0299999
20180103 112532,0.0000001
20180103 112532,0.0000001
20180103 112535,0.0000001
20180103 112603,0.0000001
20180103 112607,0.0000001
20180103 112608,0.0100001
20180103 112608,0.0000001
20180103 112608,0.0000001
20180103 112608,0.0000001
20180103 112608,0.0000001
20180103 112608,0.0000001
20180103 112608,0.0000001
20180103 112608,0.0000001
20180103 112608,0.0000001
20180103 112615,0.0000001
20180103 112615,0.0000001
20180103 112617,0.0100001
20180103 112617,0.0100001
20180103 112617,0.0000001
20180103 112617,-0.0199999
20180103 112618,0.0000001
20180103 112621,0.0000001
20180103 112621,0.0000001
20180103 112621,0.0400001
20180103 112621,0.0000001
20180103 112621,0.0000001
20180103 112621,0.0000001
20180103 112621,-0.1599999
20180103 112621,-0.0099999
20180103 112621,0.0000001
20180103 112621,0.0000001
20180103 112621,0.1200001
20180103 112634,0.0100001
20180103 112634,0.0200001
20180103 112634,-0.0099999
20180103 112651,-0.1099999
20180103 112652,0.0000001
20180103 112652,0.0000001
20180103 112652,0.0000001
20180103 112652,-0.0099999
20180103 112652,0.0100001
20180103 112652,0.0000001
20180103 112704,-0.0099999
20180103 112705,0.0100001
20180103 112724,0.0400001
20180103 112724,0.0200001
20180103 112724,-0.0099999
20180103 112727,-0.0499999
20180103 112731,0.0000001
20180103 112731,-0.0099999
20180103 112731,-0.0099999
20180103 112731,0.0200001
20180103 112731,0.0000001
20180103 112731,-0.0299999
20180103 112736,-0.0099999
20180103 112736,0.0000001
20180103 112736,0.0000001
20180103 112736,0.1000001
20180103 112748,-0.0899999
20180103 112805,0.0000001
20180103 112805,-0.0099999
20180103 112805,-0.0199999
20180103 112805,0.0300001
20180103 112805,-0.0299999
20180103 112805,0.0000001
20180103 112805,-0.0199999
20180103 112805,0.0000001
20180103 112805,0.0000001
20180103 112805,-0.0099999
20180103 112805,0.0100001
20180103 112805,-0.0099999
20180103 112805,-0.0099999
20180103 112805,-0.0199999
20180103 112805,0.0000001
20180103 112805,0.0000001
20180103 112805,0.0000001
20180103 112805,0.1000001
20180103 112806,-0.0399999
20180103 112808,0.0800001
20180103 112808,-0.0599999
20180103 112812,0.0100001
20180103 112812,0.0300001
20180103 112812,0.0000001
20180103 112815,0.0200001
20180103 112817,0.0000001
20180103 112817,0.0000001
20180103 112817,0.0000001
20180103 112817,-0.0799999
20180103 112819,0.0000001
20180103 112822,0.0000001
20180103 112823,0.0000001
20180103 112828,0.0000001
20180103 112828,0.0600001
20180103 112835,0.0000001
20180103 112836,0.0000001
20180103 112836,0.0000001
20180103 112856,0.0000001
20180103 112858,0.0200001
20180103 112900,-0.0499999
20180103 112914,-0.0299999
20180103 112914,0.0300001
20180103 112914,0.0300001
20180103 112914,-0.0299999
20180103 112915,-0.0099999
20180103 112917,0.0000001
20180103 112917,0.0000001
20180103 112920,0.0000001
20180103 112920,0.0000001
20180103 112929,0.0000001
20180103 112929,-0.0199999
20180103 112929,0.0000001
20180103 112929,0.0000001
20180103 112929,0.0200001
20180103 112929,-0.0099999
20180103 112929,-0.0099999
20180103 112929,-0.0199999
20180103 112929,0.0000001
20180103 112934,0.0500001
20180103 112942,-0.0499999
20180103 113004,0.0500001
20180103 113005,-0.0499999
20180103 113008,0.0000001
20180103 113008,0.0000001
20180103 113008,0.0500001
20180103 113015,-0.0499999
20180103 113020,0.0000001
20180103 113020,0.0000001
20180103 113020,0.0000001
20180103 113020,0.0000001
20180103 113020,0.0000001
20180103 113020,0.0000001
20180103 113020,0.0000001
20180103 113020,0.0000001
20180103 113020,0.0000001
20180103 113021,-0.0099999
20180103 113021,0.0000001
20180103 113021,-0.0099999
20180103 113021,0.0000001
20180103 113021,-0.0199999
20180103 113021,0.0300001
20180103 113025,0.0000001
20180103 113025,0.0000001
20180103 113025,0.0000001
20180103 113030,0.0100001
20180103 113030,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113031,0.0000001
20180103 113034,0.0400001
20180103 113034,-0.0399999
20180103 113036,0.0000001
20180103 113036,0.0400001
20180103 113036,0.0100001
20180103 113040,0.0000001
20180103 113040,0.0000001
20180103 113040,0.0000001
20180103 113040,0.0000001
20180103 113040,0.0000001
20180103 113040,0.0000001
20180103 113040,-0.0399999
20180103 113044,0.0000001
20180103 113044,0.0000001
20180103 113044,0.0000001
20180103 113044,0.0000001
20180103 113044,0.0000001
20180103 113046,0.0000001
20180103 113046,0.0000001
20180103 113046,0.0000001
20180103 113048,0.0000001
20180103 113048,0.0000001
20180103 113049,0.0000001
20180103 113049,0.0000001
20180103 113050,0.0000001
20180103 113050,0.0000001
20180103 113054,0.0000001
20180103 113054,0.0000001
20180103 113054,0.0000001
20180103 113054,-0.0099999
20180103 113054,0.0000001
20180103 113054,0.0000001
20180103 113055,0.0000001
20180103 113057,0.0000001
20180103 113057,0.0000001
20180103 113059,0.0000001
20180103 113059,0.0000001
20180103 113059,0.0000001
20180103 113059,0.0000001
20180103 113059,0.0000001
20180103 113059,0.0000001
20180103 113059,0.0000001
20180103 113059,0.0000001
20180103 113102,0.0000001
20180103 113102,0.0000001
20180103 113108,0.0000001
20180103 113109,0.0200001
20180103 113115,0.0000001
20180103 113115,0.0000001
20180103 113115,0.0000001
20180103 113115,-0.0199999
20180103 113118,0.0100001
20180103 113121,0.0000001
20180103 113121,0.0000001
20180103 113122,0.0000001
20180103 113122,-0.0099999
20180103 113122,0.0000001
20180103 113122,0.0000001
20180103 113122,-0.0099999
20180103 113122,0.0000001
20180103 113122,0.0000001
20180103 113122,0.0000001
20180103 113122,0.0000001
20180103 113122,0.0100001
20180103 113131,0.0100001
20180103 113145,0.0000001
20180103 113145,0.0000001
20180103 113145,-0.0099999
20180103 113146,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,-0.0099999
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,-0.0099999
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,0.0000001
20180103 113147,-0.0199999
20180103 113147,0.0000001
20180103 113147,0.0300001
20180103 113148,0.0100001
20180103 113148,-0.0299999
20180103 113151,-0.0099999
20180103 113151,0.0600001
20180103 113151,-0.0499999
20180103 113154,0.0500001
20180103 113154,-0.0499999
20180103 113154,-0.0099999
20180103 113154,0.0000001
20180103 113154,0.0000001
20180103 113157,0.0300001
20180103 113157,0.0000001
20180103 113158,-0.0199999
20180103 113202,0.0000001
20180103 113202,-0.0099999
20180103 113202,0.0000001
20180103 113202,0.0000001
20180103 113202,0.0000001
20180103 113202,0.0200001
20180103 113205,-0.0099999
20180103 113208,-0.0099999
20180103 113208,0.0000001
20180103 113212,0.0000001
20180103 113215,0.0000001
20180103 113219,0.0000001
20180103 113219,0.0000001
20180103 113219,0.0000001
20180103 113219,0.0000001
20180103 113219,0.0000001
20180103 113219,0.0000001
20180103 113219,0.0300001
20180103 113220,0.0100001
20180103 113220,-0.0399999
20180103 113224,0.0000001
20180103 113224,0.0700001
20180103 113232,0.0000001
20180103 113232,0.0100001
20180103 113232,0.0000001
20180103 113232,0.0000001
20180103 113232,0.0000001
20180103 113234,0.0100001
20180103 113234,-0.0099999
20180103 113235,-0.0199999
20180103 113238,0.0200001
20180103 113242,0.0000001
20180103 113242,0.0000001
20180103 113242,0.0100001
20180103 113242,0.0000001
20180103 113242,0.0100001
20180103 113245,0.0200001
20180103 113245,0.0000001
20180103 113245,0.0200001
20180103 113246,0.0000001
20180103 113247,0.0000001
20180103 113247,-0.0399999
20180103 113248,-0.0099999
20180103 113250,0.0500001
20180103 113250,0.0100001
20180103 113257,0.0100001
20180103 113257,0.0200001
20180103 113258,0.0000001
20180103 113258,0.0000001
20180103 113258,0.0100001
20180103 113259,0.0000001
20180103 113259,0.0000001
20180103 113259,0.0000001
20180103 113259,0.0000001
20180103 113259,0.0100001
20180103 113259,0.0000001
20180103 113259,0.0100001
20180103 113259,0.0000001
20180103 113259,0.0000001
20180103 113259,-0.0899999
20180103 113306,0.0600001
20180103 113306,-0.0599999
20180103 113310,0.0000001
20180103 113310,0.0000001
20180103 113310,0.0000001
20180103 113310,0.0000001
20180103 113310,0.0000001
20180103 113310,0.0000001
20180103 113310,0.0000001
20180103 113310,-0.0099999
20180103 113310,-0.0199999
20180103 113310,0.0700001
20180103 113310,0.0100001
20180103 113310,0.0100001
20180103 113313,0.0000001
20180103 113317,0.0000001
20180103 113317,0.0000001
20180103 113320,0.0000001
20180103 113320,-0.0199999
20180103 113320,0.0000001
20180103 113320,0.0400001
20180103 113320,0.0000001
20180103 113320,-0.0099999
20180103 113321,-0.0999999
20180103 113331,0.0000001
20180103 113331,0.0000001
20180103 113331,0.0000001
20180103 113335,-0.0099999
20180103 113335,0.0000001
20180103 113335,-0.0099999
20180103 113335,-0.0099999
20180103 113335,-0.0099999
20180103 113335,-0.0099999
20180103 113335,0.0100001
20180103 113336,0.0000001
20180103 113338,-0.0099999
20180103 113339,0.0000001
20180103 113342,0.0000001
20180103 113342,0.0100001
20180103 113404,-0.0099999
20180103 113404,0.0000001
20180103 113404,-0.0199999
20180103 113405,0.0000001
20180103 113406,0.0000001
20180103 113406,0.0200001
20180103 113429,0.0000001
20180103 113429,-0.0299999
20180103 113436,0.0300001
20180103 113450,-0.0099999
20180103 113450,0.0000001
20180103 113453,0.0500001
20180103 113510,0.0000001
20180103 113510,0.0000001
20180103 113510,0.0100001
20180103 113510,0.0000001
20180103 113510,0.0000001
20180103 113510,-0.0399999
20180103 113510,-0.0099999
20180103 113510,0.0000001
20180103 113510,0.0000001
20180103 113510,0.0000001
20180103 113510,0.0000001
20180103 113510,0.0000001
20180103 113510,0.0000001
20180103 113510,0.0000001
20180103 113510,0.0300001
20180103 113539,0.0100001
20180103 113552,0.0100001
20180103 113552,0.0200001
20180103 113557,-0.0099999
20180103 113601,0.0100001
20180103 113601,0.0000001
20180103 113601,0.0300001
20180103 113617,0.0000001
20180103 113617,-0.0299999
20180103 113617,0.0000001
20180103 113617,-0.0199999
20180103 113620,0.0000001
20180103 113620,0.0000001
20180103 113623,-0.0099999
20180103 113624,0.0100001
20180103 113624,-0.0499999
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,-0.0199999
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,-0.0099999
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,-0.0099999
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0000001
20180103 113647,0.0300001
20180103 113648,0.0100001
20180103 113648,-0.0399999
20180103 113649,0.0000001
20180103 113649,0.0000001
20180103 113649,0.0300001
20180103 113649,0.0500001
20180103 113653,0.0000001
20180103 113653,0.0000001
20180103 113653,0.0000001
20180103 113653,0.0100001
20180103 113702,0.0000001
20180103 113703,0.0000001
20180103 113703,0.0000001
20180103 113703,0.0100001
20180103 113703,-0.0199999
20180103 113705,0.0000001
20180103 113705,0.0000001
20180103 113705,0.0000001
20180103 113705,0.0200001
20180103 113715,0.0000001
20180103 113715,-0.0099999
20180103 113719,0.0000001
20180103 113719,0.0000001
20180103 113719,0.0000001
20180103 113719,-0.0499999
20180103 113721,0.0400001
20180103 113721,0.0100001
20180103 113721,0.0000001
20180103 113721,0.0200001
20180103 113725,0.0000001
20180103 113725,0.0000001
20180103 113728,0.0000001
20180103 113728,0.0200001
20180103 113728,0.0000001
20180103 113748,-0.0399999
20180103 113804,0.0000001
20180103 113804,0.0000001
20180103 113804,0.0000001
20180103 113804,0.0000001
20180103 113804,0.0000001
20180103 113804,0.0400001
20180103 113825,0.0000001
20180103 113825,0.0000001
20180103 113825,-0.0499999
20180103 113834,0.0000001
20180103 113834,0.0000001
20180103 113834,0.0000001
20180103 113834,0.0500001
20180103 113834,0.0000001
20180103 113834,0.0000001
20180103 113834,0.0100001
20180103 113834,0.0000001
20180103 113834,0.0000001
20180103 113834,-0.0199999
20180103 113901,0.0200001
20180103 113918,-0.0099999
20180103 113928,0.0000001
20180103 113928,0.0000001
20180103 113928,0.0000001
20180103 113928,-0.0099999
20180103 113928,-0.0199999
20180103 113928,-0.0099999
20180103 113928,0.0000001
20180103 113928,0.0100001
20180103 113928,-0.0099999
20180103 113928,0.0500001
20180103 113928,0.0000001
20180103 113928,0.0100001
20180103 113928,-0.0399999
20180103 113938,0.0000001
20180103 113938,0.0000001
20180103 113938,0.0000001
20180103 113938,0.0300001
20180103 113948,0.0000001
20180103 113948,-0.0399999
20180103 113949,0.0000001
20180103 113949,0.0000001
20180103 113949,0.0000001
20180103 113949,0.0300001
20180103 113952,0.0000001
20180103 113952,-0.0099999
20180103 113952,0.0000001
20180103 113952,0.0500001
20180103 113952,0.0000001
20180103 113952,0.0100001
20180103 113952,0.0000001
20180103 113952,0.0000001
20180103 113952,0.0000001
20180103 113952,-0.0499999
20180103 113954,-0.0099999
20180103 113954,0.0600001
20180103 114009,0.0100001
20180103 114012,-0.0199999
20180103 114013,-0.0099999
20180103 114013,0.0000001
20180103 114013,-0.0099999
20180103 114013,0.0400001
20180103 114013,0.0200001
20180103 114016,0.0000001
20180103 114016,-0.0499999
20180103 114016,0.0000001
20180103 114016,-0.0099999
20180103 114016,-0.0099999
20180103 114016,0.0000001
20180103 114016,0.0700001
20180103 114016,0.0000001
20180103 114016,-0.0499999
20180103 114020,0.0000001
20180103 114020,0.0000001
20180103 114023,0.0000001
20180103 114023,-0.0099999
20180103 114023,0.0000001
20180103 114023,0.0300001
20180103 114028,0.0400001
20180103 114038,0.0100001
20180103 114038,0.0000001
20180103 114038,0.0100001
20180103 114038,0.0000001
20180103 114038,0.0000001
20180103 114038,0.0000001
20180103 114038,0.0000001
20180103 114038,-0.0499999
